# c0 + a0 * (surf_tot_center / Tx_s_var) + a1 * (Tx_charge_min + Tx_s_fill)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.492656727455147; Max AE: 1.53147069131471
# Coefficients
# Task   a0                      a1                      c0
# all , -2.511876177659358e-01,  4.202739458623329e-01, -2.035577240028081e-01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         77|12|div; (surf_tot_center / Tx_s_var); $\left(\frac{ surf_{tot, center} }{ Tx_{s, var} } \right)$; (surf_tot_center ./ Tx_s_var); surf_tot_center,Tx_s_var
# 1;  1; Unitless;                                         110|63|add; (Tx_charge_min + Tx_s_fill); $\left(Tx_{charge, min} + Tx_{s, fill}\right)$; (Tx_charge_min + Tx_s_fill); Tx_charge_min,Tx_s_fill
# Number of Samples Per Task
# Task, n_samples               
# all , 191                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
sample_114  , -1.147928785840820e-01, -9.581285675255248e-02, -3.966636969502633e-01,  1.929184104537784e-02
sample_115  , -4.227680395476078e-01, -3.928606544315874e-01, -1.165118466547103e+00, -1.146790723528986e+00
sample_116  ,  1.435630648819219e-01,  6.110590922511572e-01,  3.462652185052348e-01,  2.145253971800639e+00
sample_117  , -4.257186306718829e-01, -4.221399280540419e-01, -8.554192281651579e-01, -1.031358061646771e+00
sample_118  , -1.125220750087799e+00, -1.215716779765109e+00, -1.015875094868740e+00, -3.015495757629616e+00
sample_119  ,  8.960280603756311e-01,  1.157404031649214e+00, -3.080087092675618e+00,  1.397379071705768e+00
sample_120  , -5.950896234371852e-02, -4.008794169675386e-01, -8.992224055252210e-01, -1.006950897186925e+00
sample_121  ,  6.455886443141616e-01,  3.621221659776807e-01,  1.613054511371347e+00,  2.310062804455818e+00
sample_122  ,  2.309959202678488e-01,  4.203991242540960e-01,  1.079872443493410e+00,  2.130056939390511e+00
sample_123  , -1.273783569372800e+00, -1.500792868884383e+00,  5.365845091920304e+00,  1.203945701537740e-01
sample_124  , -3.086702031211962e-01,  6.427903577996252e-01, -8.531672827693688e-01,  1.503883432961591e+00
sample_125  , -1.285645341286180e-01,  2.673168520368586e-01,  1.906237437850358e-04,  1.120513091520585e+00
sample_126  , -4.456364241904676e-01, -1.447379659452961e-01, -1.701684010958389e-01,  3.825020067381424e-02
sample_127  , -1.312870168885039e+00, -1.188241180147432e+00, -1.125257873614146e+00, -3.015495757629616e+00
sample_128  , -6.146697731841976e-01,  6.269256319486796e-01, -1.295246261176997e+00,  1.201914937053145e+00
sample_129  , -4.185252396625063e-01, -1.447379659452961e-01, -1.701684010958389e-01,  3.825020067381424e-02
sample_130  ,  1.751196454240639e+00,  1.946301537472749e+00, -5.955725241217434e+00,  1.555782442625831e+00
sample_131  ,  7.693046916954252e-04, -2.463661873963386e-01, -1.570650979401134e+00, -1.040598746500197e+00
sample_132  , -2.067338228971204e-01, -3.914405845035120e-01, -7.467483302068824e-01, -8.933620519008993e-01
sample_133  ,  9.471170990792244e-01,  5.623458574308161e-01,  8.157606996190263e-01,  2.309951824984186e+00
sample_134  , -1.313071851118696e+00, -1.188241180147432e+00, -1.125257873614146e+00, -3.015495757629616e+00
sample_135  , -2.394582211541166e-01, -4.503545824079082e-01, -8.095545359893709e-01, -1.071079799696482e+00
sample_136  ,  2.108697536371759e-01,  4.203991242540960e-01,  1.079872443493410e+00,  2.130056939390511e+00
sample_137  , -1.257663719127268e+00, -7.373500787163743e-01,  2.528059923953939e+00,  2.408547951890276e-01
sample_138  , -1.016507740101917e-01, -2.782440611619740e-01, -3.240925167014039e-01, -3.714109949044746e-01
sample_139  , -4.959507111345874e-01, -3.149183030118290e-01, -1.435573776752515e+00, -1.122979287117955e+00
sample_140  , -2.622678216349354e-01,  8.262729280364312e-01, -6.164383621389836e-01,  2.081949111926697e+00
sample_141  , -3.959091098863545e-01, -2.757035309381953e-01, -1.586469128946881e+00, -1.119858160917073e+00
sample_142  , -1.178426148841893e+00, -1.163271527543835e+00, -1.224664256881271e+00, -3.015495757629616e+00
sample_143  , -6.927192343730731e-01, -1.153960753931034e+00, -1.261731265580231e+00, -3.015495757629616e+00
sample_144  , -1.262478821483432e-01,  9.348736706020589e-01, -1.184460862346508e+00,  2.000860392451057e+00
sample_145  , -1.813117814051993e-01,  2.673168520368586e-01,  1.906237437850358e-04,  1.120513091520585e+00
sample_146  ,  9.433555646240127e-01,  4.354166294524590e-01, -5.690999566498345e-01,  1.180238499095963e+00
sample_147  ,  1.449954621122858e+00,  5.623458574308161e-01,  8.157606996190263e-01,  2.309951824984186e+00
sample_148  , -1.188804051089209e+00, -1.500792868884383e+00,  5.365845091920304e+00,  1.203945701537740e-01
sample_149  ,  7.146747160802146e-01,  9.579811260736874e-01, -1.295873003441324e+00,  1.989253927457915e+00
sample_150  , -1.271944244135193e-01, -9.581285675255248e-02, -3.966636969502633e-01,  1.929184104537784e-02
sample_151  ,  1.312609452951772e+00,  9.032824339658412e-01, -1.052644216582695e+00,  2.004475826170064e+00
sample_152  ,  1.102249623792028e+00,  6.084614948615368e-01, -3.498955703936017e-01,  1.722994706665739e+00
sample_153  , -1.465419622943953e+00, -1.148076577948362e+00, -1.285156687720884e+00, -3.015495757629616e+00
sample_154  , -1.497054233279405e+00, -1.164768662591585e+00, -1.218704030572882e+00, -3.015495757629616e+00
sample_155  ,  6.655838023990143e-02,  2.073635922926332e-02, -8.511959383641305e-01,  2.494611746829378e-02
sample_156  , -7.739334382991797e-01, -1.163271527543835e+00, -1.224664256881271e+00, -3.015495757629616e+00
sample_157  , -1.364434796418395e-01,  9.348736706020589e-01, -1.184460862346508e+00,  2.000860392451057e+00
sample_158  ,  1.282149100751815e-02, -2.463661873963386e-01, -1.570650979401134e+00, -1.040598746500197e+00
sample_159  , -1.204046266440330e+00, -1.231643574579164e+00, -9.524691238431449e-01, -3.015495757629616e+00
sample_160  , -1.411474534384296e+00, -1.236312525616128e+00, -9.338816190987256e-01, -3.015495757629616e+00
sample_161  , -3.995287455459355e-01,  4.656475053696195e-01,  9.012704230219907e-01,  2.130974828945461e+00
sample_162  ,  1.274457345797966e-01, -3.901028543045353e-01, -9.968681970840332e-01, -1.039669677970038e+00
sample_163  , -1.250133698655917e+00, -7.373500787163743e-01,  2.528059923953939e+00,  2.408547951890276e-01
sample_164  , -5.256877184292346e-01, -3.149183030118290e-01, -1.435573776752515e+00, -1.122979287117955e+00
sample_165  , -1.179839054125706e+00, -1.163271527543835e+00, -1.224664256881271e+00, -3.015495757629616e+00
sample_166  ,  1.244938154693349e+00,  9.694207732569927e-01, -1.262039621061160e+00,  2.036694826663392e+00
sample_167  , -1.496785598800414e+00, -1.164768662591585e+00, -1.218704030572882e+00, -3.015495757629616e+00
sample_168  , -1.204309556911847e+00, -1.231643574579164e+00, -9.524691238431449e-01, -3.015495757629616e+00
sample_169  ,  7.267955056450571e-01,  9.212504886853836e-01, -2.107895546746851e+00,  1.416530712080913e+00
sample_170  , -1.081247635912268e+00, -1.188241180147432e+00, -1.125257873614146e+00, -3.015495757629616e+00
sample_171  ,  1.702497449961780e+00,  6.204313835583283e-01, -3.810594003841792e-01,  1.732849993965305e+00
sample_172  ,  2.196961822403496e-02, -9.581285675255248e-02, -3.966636969502633e-01,  1.929184104537784e-02
sample_173  , -1.447054374240326e+00, -1.257708077409330e+00, -8.487040455244612e-01, -3.015495757629616e+00
sample_174  , -3.478683752249606e-01, -3.928606544315874e-01, -1.165118466547103e+00, -1.146790723528986e+00
sample_175  ,  1.305669837458387e+00,  9.032824339658412e-01, -1.052644216582695e+00,  2.004475826170064e+00
sample_176  , -1.035082346188746e+00, -1.068128261506096e+00, -1.603437967480318e+00, -3.015495757629616e+00
sample_177  ,  1.463249486311197e+00,  5.298253112857561e-01, -8.269799519382592e-02,  1.695585295966062e+00
sample_178  , -1.104312445665046e+00, -1.172227033885841e+00, -1.189011598435538e+00, -3.015495757629616e+00
sample_179  ,  1.362381822075674e+00,  6.204313835583283e-01, -3.810594003841792e-01,  1.732849993965305e+00
sample_180  ,  8.132830352875333e-01,  1.343558234058760e+00, -3.568204826320072e+00,  1.548578241513222e+00
sample_181  ,  1.329100429794831e+00,  1.452561745299477e+00, -4.113868276100304e+00,  1.481811336051247e+00
sample_182  , -3.574933362507811e-01, -4.503545824079082e-01, -8.095545359893709e-01, -1.071079799696482e+00
sample_183  , -9.770845545746801e-02, -2.782440611619740e-01, -3.240925167014039e-01, -3.714109949044746e-01
sample_184  ,  3.119088608070613e-01,  4.769688433078667e-01,  8.629385933374497e-01,  2.135002813482319e+00
sample_185  ,  1.832240373305453e-01, -2.608942722507407e-01, -1.544005640777241e+00, -1.059241600281731e+00
sample_186  ,  7.233508321383376e-01,  4.606796730676207e-01,  1.816649242968481e-01,  1.689063487339545e+00
sample_187  ,  1.436661363487972e+00,  1.623319611474183e+00, -4.719956694710634e+00,  1.525868219259799e+00
sample_188  , -1.197612116511286e+00, -7.373500787163743e-01,  2.528059923953939e+00,  2.408547951890276e-01
sample_189  ,  2.738953495844297e+00,  1.364498622942329e+00, -3.683146825441836e+00,  1.529705746239200e+00
sample_190  ,  1.530798523942711e+00,  5.298253112857561e-01, -8.269799519382592e-02,  1.695585295966062e+00
